Reader,Title,Author,ISBN,My Rating,Average Rating,Publisher,Number of Pages,Year Published,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf
Jen,"The Maze Runner (The Maze Runner, #1)",James Dashner,0385737947,4,4.02,Delacorte Press,384,2009,7/19/13,,,read
Jen,"Morgawr (The Voyage of the Jerle Shannara, #3)",Terry Brooks,0345435753,0,3.97,Del Rey,415,2003,8/27/13,to-read,to-read (#100),to-read
Jen,"Jarka Ruus (High Druid of Shannara, #1)",Terry Brooks,0345483898,0,3.97,Del Rey,416,2005,8/27/13,to-read,to-read (#101),to-read
Jen,"Antrax (Voyage of the Jerle Shannara, #2)",Terry Brooks,0345397673,0,3.96,Del Rey Books,405,2002,8/27/13,to-read,to-read (#99),to-read
Jen,"Ilse Witch (Voyage of the Jerle Shannara, #1)",Terry Brooks,0345396553,0,3.96,Del Rey,456,2001,8/27/13,to-read,to-read (#98),to-read
Jen,"The Talismans of Shannara (Heritage of Shannara, #4)",Terry Brooks,1857239016,0,4.02,Orbit,440,1999,8/27/13,to-read,to-read (#97),to-read
Jen,"The Druid of Shannara (Heritage of Shannara, #2)",Terry Brooks,1857233808,0,4.02,Del Rey,471,1998,8/27/13,to-read,to-read (#95),to-read
Jen,"The Elf Queen of Shannara (Heritage of Shannara, #3)",Terry Brooks,1857238273,0,4.04,Orbit,416,1998,8/27/13,to-read,to-read (#96),to-read
Jen,"The Scions of Shannara (Heritage of Shannara, #1)",Terry Brooks,1857230752,0,3.99,Orbit,512,2006,8/27/13,to-read,to-read (#94),to-read
Jen,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",Terry Brooks,1857231325,0,3.97,Orbit,512,1999,8/27/13,to-read,to-read (#93),to-read
Jen,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks,1857231511,0,3.76,Orbit,726,1999,8/27/13,to-read,to-read (#91),to-read
Jen,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",Terry Brooks,0736693416,0,3.97,Books on Tape,23,2003,8/27/13,to-read,to-read (#92),to-read
Jen,Forged in Fire (Sarah Beauhall #3),J.A. Pitts,0765324695,0,4.06,Tor Books,432,2012,8/25/13,to-read,to-read (#6),to-read
Jen,Honeyed Words (Sarah Beauhall #2),J.A. Pitts,0765329077,0,3.86,Tor Books,416,2011,8/25/13,to-read,to-read (#5),to-read
Jen,"Foundation (Valdemar: Collegium Chronicles, #1)",Mercedes Lackey,1423307941,5,4,Brilliance Audio,340,2008,8/10/13,,,read
Jen,"King's Dragon (Crown of Stars, #1)",Kate Elliott,0886777712,0,3.79,DAW Books,636,1998,8/10/13,to-read,to-read (#90),to-read
Jen,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,0545123283,4,3.91,Scholastic Press,362,2010,8/20/13,,,read
Jen,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,,4,3.91,Scholastic Press,390,2011,8/20/13,,,read
Jen,"Feed (Newsflesh Trilogy, #1)",Mira Grant,0316081051,0,3.85,Orbit,599,2010,8/19/13,to-read,to-read (#89),to-read
Jen,Sing the Four Quarters (Quarters #1),Tanya Huff,0886776287,0,3.83,DAW,410,1994,8/10/13,to-read,to-read (#88),to-read
Jen,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,0553564943,0,4.17,Bantam Spectra,485,1994,8/10/13,to-read,to-read (#87),to-read
Jen,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,0345484266,0,4.1,Del Rey,299,2005,8/10/13,to-read,to-read (#86),to-read
Jen,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,,0,4.21,HarperCollins Publishers,206,2005,8/10/13,to-read,to-read (#85),to-read
Jen,"The Phoenix Unchained (Enduring Flame, #1)",Mercedes Lackey,0765315939,0,3.85,Tor Books,398,2007,8/10/13,to-read,to-read (#84),to-read
Jen,"Aerie (Dragon Jousters, #4)",Mercedes Lackey,075640391X,0,3.95,DAW Books ,291,2006,8/10/13,to-read,to-read (#83),to-read
Jen,"Sanctuary (Dragon Jousters, #3)",Mercedes Lackey,0756403413,0,4,DAW,448,2006,8/10/13,to-read,to-read (#82),to-read
Jen,"Alta (Dragon Jousters, #2)",Mercedes Lackey,0756402573,0,4.03,Daw Books ,434,2005,8/10/13,to-read,to-read (#81),to-read
Jen,"Oathblood (Valdemar: Vows and Honor, #3)",Mercedes Lackey,0886777739,0,4.05,DAW,394,1998,8/10/13,to-read,to-read (#80),to-read
Jen,"The Outstretched Shadow (Obsidian Mountain, #1)",Mercedes Lackey,0765302195,0,4.01,Tor Books,604,2003,8/10/13,to-read,to-read (#79),to-read
Jen,"The Lark and the Wren (Bardic Voices, #1)",Mercedes Lackey,1555940005,0,4.03,Baen Books,488,1993,8/10/13,to-read,to-read (#78),to-read
Jen,"The Oathbound (Valdemar: Vows and Honor, #1)",Mercedes Lackey,0886774144,0,4.09,DAW,302,1988,8/10/13,to-read,to-read (#77),to-read
Jen,Take a Thief (Valdemar #25),Mercedes Lackey,0756400589,0,4.12,DAW,435,2002,8/10/13,to-read,to-read (#76),to-read
Jen,"Oathbreakers (Valdemar: Vows and Honor, #2)",Mercedes Lackey,0886774543,0,4.18,DAW,279,1989,8/10/13,to-read,to-read (#75),to-read
Jen,"Exile's Honor (Heralds of Valdemar, #6)",Mercedes Lackey,0756401135,0,4.19,Daw Books,431,2003,8/10/13,to-read,to-read (#74),to-read
Jen,"Exile's Valor (Heralds of Valdemar, #7)",Mercedes Lackey,0756402212,0,4.19,DAW,438,2004,8/10/13,to-read,to-read (#73),to-read
Jen,"The Free Bards (Bardic Voices, #1-3)",Mercedes Lackey,067187778X,0,4.18,Baen,712,1997,8/10/13,to-read,to-read (#72),to-read
Jen,By the Sword (Valdemar),Mercedes Lackey,0886774632,0,4.25,DAW,492,1991,8/10/13,to-read,to-read (#71),to-read
Jen,"The Ruins of Ambrai (Exiles, #1)",Melanie Rawn,0330344196,0,4.06,Pan Books,928,1997,8/10/13,to-read,to-read (#70),to-read
Jen,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,1416975888,0,4.45,"Simon & Schuster, Margaret K. McElderry ",502,2011,8/10/13,to-read,to-read (#68),to-read
Jen,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,141697590X,0,4.58,Simon & Schuster Margaret K. McElderry,571,2013,8/10/13,to-read,to-read (#69),to-read
Jen,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,1416975861,0,4.33,"Simon & Schuster, Margaret K. McElderry ",481,2010,8/10/13,to-read,to-read (#67),to-read
Jen,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,1442416866,0,4.29,Margaret K. McElderry Books,546,2012,8/10/13,to-read,to-read (#66),to-read
Jen,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,1442403543,0,4.14,"Simon & Schuster Children's, Margaret K. McElderry Books",425,2011,8/10/13,to-read,to-read (#65),to-read
Jen,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,1416914307,0,4.33,Margaret K. McElderry Books,541,2009,8/10/13,to-read,to-read (#64),to-read
Jen,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,1416914293,0,4.19,Margaret K. McElderry Books,453,2008,8/10/13,to-read,to-read (#63),to-read
Jen,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,1416914285,4,4.11,Margaret K. McElderry Books,485,2007,12/30/12,,,read
Jen,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,0812550757,4,4.06,Tor Books,382,1994,8/7/13,,,read
Jen,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,0812550706,5,4.3,Macmillan Audio,324,2004,8/7/13,,,read
Jen,Part of the Pride: My Life Among the Big Cats of Africa,Kevin Richardson,0312556748,4,4.23,St. Martin's Press,243,2009,8/3/13,,,read
Jen,"The Thousand Names (The Shadow Campaigns, #1)",Django Wexler,0451465105,0,4.04,Roc,513,2013,8/1/13,to-read,to-read (#62),to-read
Jen,"Shadowfell (Shadowfell, #1)",Juliet Marillier,0375869549,0,3.92,Knopf Books for Young Readers,410,2012,8/1/13,to-read,to-read (#61),to-read
Jen,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,0545010225,5,4.61,Arthur A. Levine Books / Scholastic Inc.,759,2007,6/8/13,,,read
Jen,"The White Gryphon (Valdemar: Mage Wars, #2)",Mercedes Lackey,0886776821,4,3.91,DAW,399,1996,7/19/13,,,read
Jen,"Divergent (Divergent, #1)",Veronica Roth,0062024035,4,4.21,Katherine Tegen Books,487,2012,7/19/13,,,read
Jen,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,0007423292,4,3.86,Voyager,384,2011,7/13/13,,,read
Jen,"King of Thorns (The Broken Empire, #2)",Mark  Lawrence,1937007472,0,4.2,Ace Books,449,2012,7/29/13,to-read,to-read (#3),to-read
Jen,"The Enchantments of Flesh and Spirit (Wraeththu, #1)",Storm Constantine,0812505549,0,3.88,Tom Doherty Assoc Llc,320,1989,7/28/13,to-read,to-read (#60),to-read
Jen,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,0380818604,0,4.15,HarperTorch,502,2002,7/25/13,to-read,to-read (#59),to-read
Jen,"Song in the Silence (The Tale of Lanen Kaelar, #1)",Elizabeth Kerner,0812550447,0,3.95,Tor Fantasy,401,1998,7/24/13,to-read,to-read (#58),to-read
Jen,"Mélusine (Doctrine of Labyrinths, #1)",Sarah Monette,0441014178,0,3.63,Ace,477,2006,7/24/13,to-read,to-read (#57),to-read
Jen,Winter's Tale,Mark Helprin,0156031191,0,3.5,Mariner Books,748,2005,7/21/13,to-read,to-read (#55),to-read
Jen,"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)",Joseph Delaney,0060766204,0,3.99,Harper Trophy,344,2006,7/21/13,to-read,to-read (#56),to-read
Jen,"The Moon Dwellers (The Dwellers, #1)",David Estes,,0,3.81,David Estes,369,2012,7/19/13,to-read,to-read (#54),to-read
Jen,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,0152061548,0,3.89,HMH Books for Young Readers,337,2006,7/19/13,to-read,to-read (#53),to-read
Jen,"Partials (Partials Sequence, #1)",Dan Wells,0062071041,0,3.94,Balzer + Bray,468,2012,7/19/13,to-read,to-read (#52),to-read
Jen,"Uglies (Uglies, #1)",Scott Westerfeld,0689865384,0,3.86,Simon Pulse,425,2005,7/19/13,to-read,to-read (#51),to-read
Jen,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,0312641893,0,4.15,Feiwel and Friends,390,2012,7/19/13,to-read,to-read (#50),to-read
Jen,"Matched (Matched, #1)",Ally Condie,0525423648,0,3.67,Dutton Books for Young Readers,369,2010,7/19/13,to-read,to-read (#49),to-read
Jen,"Unwind (Unwind, #1)",Neal Shusterman,1416912045,0,4.18,Simon & Schuster Books for Young Readers,337,2007,7/19/13,to-read,to-read (#48),to-read
Jen,Horns,Joe Hill,0061147958,0,3.92,William Morrow,370,2010,7/19/13,to-read,to-read (#2),to-read
Jen,"Storm Front (The Dresden Files, #1)",Jim Butcher,0451457811,0,4.01,Penguin ROC,322,2000,7/19/13,to-read,to-read (#1),to-read
Jen,"Twelve (The Danilov Quintet, #1)",Jasper Kent,0593060644,0,3.51,Bantam,480,2009,7/19/13,to-read,to-read (#47),to-read
Jen,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,0553804677,0,4.3,Bantam Spectra,499,2006,7/19/13,to-read,to-read (#46),to-read
Jen,"The Black Prism (Lightbringer, #1)",Brent Weeks,0316075558,0,4.24,Orbit,629,2010,7/19/13,to-read,to-read (#45),to-read
Jen,"The Last Herald-Mage (Valdemar: The Last Herald-Mage, #1-3)",Mercedes Lackey,0739422952,5,4.48,SFBC,900,1990,7/19/13,,,read
Jen,"Owlknight (Owl Mage Trilogy, #3)",Mercedes Lackey,0886779162,5,3.98,DAW,450,2000,7/19/13,,,read
Jen,"Owlsight (Owl Mage Trilogy, #2)",Mercedes Lackey,0886778034,5,4,DAW,450,1999,7/19/13,,,read
Jen,"Owlflight (Owl Mage Trilogy, #1)",Mercedes Lackey,0886778042,5,3.98,DAW,342,1998,7/19/13,,,read
Jen,"The Silver Gryphon (Valdemar: Mage Wars, #3)",Mercedes Lackey,0886776856,3,3.82,Penguin Putnam Inc USA,400,1997,7/19/13,,,read
Jen,"Brightly Burning (Valdemar, #8)",Mercedes Lackey,0575072962,5,4.08,Gollancz,,2002,7/19/13,,,read
Jen,"Storm Breaking (Valdemar: Mage Storms, #3)",Mercedes Lackey,0886777550,4,4.05,Daw Books,463,1997,7/19/13,,,read
Jen,"Storm Rising (Valdemar: Mage Storms, #2)",Mercedes Lackey,0886777127,4,4.01,DAW,412,1996,7/19/13,,,read
Jen,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,0886776619,4,4.03,Daw Books,428,1995,7/19/13,,,read
Jen,Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,0886776120,4,4.05,DAW,423,1994,7/19/13,,,read
Jen,The Black Gryphon (Valdemar: Mage Wars #1),Mercedes Lackey,0886776430,4,4.05,DAW,460,1995,7/19/13,,,read
Jen,The End of Days Armageddon and Prophecies of the Return,Zecharia Sitchin,0061631280,0,4.07,HarperCollins,317,2008,7/19/13,to-read,to-read (#44),to-read
Jen,"The 12th Planet (Earth Chronicles, #1)",Zecharia Sitchin,038039362X,0,3.98,Avon Books (NYC),438,2007,7/19/13,to-read,to-read (#43),to-read
Jen,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,0099471426,0,4.11,Arrow,1207,2004,7/19/13,to-read,to-read (#42),to-read
Jen,"Book of Shadows (Sweep, #1)",Cate Tiernan,0142409863,0,4.04,Speak,176,2007,7/19/13,to-read,to-read (#41),to-read
Jen,"The Warrior Heir (The Heir Chronicles, #1)",Cinda Williams Chima,0786839171,0,3.94,Hyperion Paperbacks,426,2007,7/19/13,to-read,to-read (#40),to-read
Jen,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,044101268X,0,4.12,Ace,504,2005,7/19/13,to-read,to-read (#39),to-read
Jen,"Fablehaven (Fablehaven, #1)",Brandon Mull,1590385810,0,4.09,Shadow Mountain,351,2006,7/19/13,to-read,to-read (#38),to-read
Jen,"The Innocent Mage (Kingmaker, Kingbreaker, #1)",Karen Miller,1841496049,0,3.66,Orbit,642,2007,7/19/13,to-read,to-read (#37),to-read
Jen,"The Summoner (Chronicles of the Necromancer, #1)",Gail Z. Martin,1844164683,0,3.72,Solaris,637,2007,7/19/13,to-read,to-read (#36),to-read
Jen,"Grave Witch (Alex Craft, #1)",Kalayna Price,0451463803,0,3.96,Roc,325,2010,7/19/13,to-read,to-read (#35),to-read
Jen,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,0756402697,0,3.95,DAW,672,2005,7/19/13,to-read,to-read (#34),to-read
Jen,"Shadowmarch (Shadowmarch, #1)",Tad Williams,0756403596,0,3.73,DAW,796,2006,7/19/13,to-read,to-read (#33),to-read
Jen,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,0765326353,0,4.65,Tor Books,1007,2010,7/19/13,to-read,to-read (#32),to-read
Jen,"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,,0,3.94,Tor Fantasy,319,1992,7/19/13,to-read,to-read (#31),to-read
Jen,"The Blade Itself (The First Law, #1)",Joe Abercrombie,0575079797,0,4.16,Gollancz,515,2007,7/19/13,to-read,to-read (#29),to-read
Jen,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,0006480098,0,4.15,Voyager,460,1996,7/19/13,to-read,to-read (#28),to-read
Jen,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,0765348780,0,3.88,Tor Books,666,2005,7/19/13,to-read,to-read (#27),to-read
Jen,"Banewreaker (The Sundering, #1)",Jacqueline Carey,0765344297,0,3.44,Tor,502,2005,7/19/13,to-read,to-read (#30),to-read
Jen,The Kite Runner,Khaled Hosseini,1594480001,0,4.29,Riverhead Books,371,2004,7/19/13,to-read,to-read (#26),to-read
Jen,Flowers for Algernon,Daniel Keyes,0156030306,0,4.12,Harvest Books,311,2005,7/19/13,to-read,to-read (#25),to-read
Jen,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,0345481283,0,4.06,Del Rey,356,2006,7/19/13,to-read,to-read (#24),to-read
Jen,"The Shadow of the Torturer (The Book of the New Sun, #1)",Gene Wolfe,0671540661,0,3.79,Pocket Books,262,1984,7/19/13,to-read,to-read (#23),to-read
Jen,"In the Garden of Iden (The Company, #1)",Kage Baker,0765314576,0,3.78,Tor Books,336,2005,7/19/13,to-read,to-read (#21),to-read
Jen,Night Watch (Watch #1),Sergei Lukyanenko,1401359795,0,3.98,Miramax Books,455,2006,7/19/13,to-read,to-read (#20),to-read
Jen,"Wild Seed (Patternmaster, #1)",Octavia E. Butler,0446676977,0,4.21,Warner Books,306,2001,7/19/13,to-read,to-read (#22),to-read
Jen,"Rosemary and Rue (October Daye, #1)",Seanan McGuire,0756405718,0,3.75,DAW BOOKS Inc,346,2009,7/19/13,to-read,to-read (#19),to-read
Jen,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,0060855924,0,3.99,Harper,228,2005,7/19/13,to-read,to-read (#18),to-read
Jen,"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,0743468422,0,4.11,Earthlight,253,2003,7/19/13,to-read,to-read (#17),to-read
Jen,"The Devil You Know (Felix Castor, #1)",Mike Carey,0446580309,0,3.8,Grand Central Publishing,406,2007,7/19/13,to-read,to-read (#16),to-read
Jen,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,0060541814,0,3.89,Avon Books,327,2003,7/17/13,to-read,to-read (#15),to-read
Jen,"Luck in the Shadows (Nightrunner, #1)",Lynn Flewelling,0553575422,0,4.08,Bantam Spectra,479,1996,6/22/13,to-read,to-read (#14),to-read
Jen,"The Pedlar and the Bandit King (Scarlet and the White Wolf, #1)",Kirby Crow,193338980X,0,3.77,Torquere Press,221,2006,6/22/13,to-read,to-read (#13),to-read
Jen,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,0439358078,4,4.49,Scholastic Inc.,870,2004,6/8/13,,,read
Jen,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,,4,4.55,Scholastic,734,2002,6/8/13,,,read
Jen,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,043965548X,5,4.56,Scholastic Inc.,435,2004,6/8/13,,,read
Jen,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,0439064864,5,4.41,Arthur A. Levine Books / Scholastic Inc.,341,1999,6/8/13,,,read
Jen,The Song of Achilles,Madeline Miller,1408816032,0,4.33,Bloomsbury Publishing,352,2011,6/8/13,to-read,to-read (#12),to-read
Jen,Merlin's Shadow (The Merlin Spiral #2),Robert Treskillard,0310735084,0,4.26,Blink YA Books (HarperCollins),437,2013,5/12/13,to-read,to-read (#11),to-read
Jen,"Merlin's Blade (The Merlin Spiral, #1)",Robert Treskillard,0310735076,0,3.91,Blink YA Books (HarperCollins),432,2013,5/12/13,to-read,to-read (#10),to-read
Jen,"The Highlander Series 3-Book Bundle (McCabe Trilogy, #1-3)",Maya Banks,0345542673,4,4.41,Ballantine Books,1056,2012,4/14/13,,,read
Jen,"The Capture (Guardians of Ga'Hoole, #1)",Kathryn Lasky,0439405572,4,3.9,Scholastic Paperbacks,222,2003,12/30/12,,,read
Jen,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,,0,4.22,Del Rey Books,216,2005,12/30/12,to-read,to-read (#9),to-read
Jen,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,0545123267,4,3.77,Scholastic Press,392,2009,12/30/12,,,read
Jen,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,078681859X,0,4.01,Hyperion/Miramax,462,2003,12/30/12,to-read,to-read (#8),to-read
Jen,The Hobbit or There and Back Again,J.R.R. Tolkien,0618260307,4,4.27,Houghton Mifflin,366,2002,12/30/12,,,read
Jen,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,0439023513,4,4.03,Scholastic Press,390,2010,12/30/12,,,read
Jen,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,0439023491,5,4.29,Scholastic Press,391,2009,12/30/12,,,read
Jen,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,0439023483,4,4.33,Scholastic Press,374,2008,12/30/12,,,read
Jen,X-Men: Second Coming,Mike Carey,0785146784,5,4.12,Marvel Comics,392,2010,12/30/12,,,read
Jen,"The Treason of Isengard: The History of The Lord of the Rings, Part Two (The History of Middle-Earth, #7)",J.R.R. Tolkien,0395515629,0,4.17,Houghton Mifflin Harcourt,512,1989,12/30/12,to-read,to-read (#7),to-read
Jen,The Hobbit: Graphic Novel,Chuck Dixon,0345368584,5,4.48,Ballantine Books,133,1990,12/30/12,,,read
Jen,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,0618346252,5,4.36,Houghton Mifflin Harcourt,398,2003,12/30/12,,,read
Jen,Dragon Rider,Cornelia Funke,190444248X,3,3.97,Chicken House,527,2005,12/30/12,,,read
Jen,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,0375826696,4,3.89,Alfred A. Knopf,503,2005,12/30/12,,,read
Jen,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,,4,4.47,Scholastic Inc,322,1997,12/30/12,,,read
Jen,"Icefire (The Last Dragon Chronicles, #2)",Chris d'Lacey,0439672465,3,3.91,Scholastic Inc.,421,2007,12/30/12,,,read
Jen,Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,0886774012,4,4.21,DAW Books Inc,320,1990,12/30/12,,,read
Jen,Magic's Pawn (Valdemar: Last Herald-Mage #1),Mercedes Lackey,0886773520,4,4.21,DAW Books Inc,349,1989,12/30/12,,,read
Jen,"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,0886773784,4,4.15,Daw Books,320,1987,12/30/12,,,read
Jen,"Arrow's Flight (Heralds of Valdemar, #2)",Mercedes Lackey,0886773776,4,4.14,DAW,318,1987,12/30/12,,,read
Jen,"Arrow's Fall (Heralds of Valdemar, #3)",Mercedes Lackey,0886774004,5,4.19,Daw Books,319,1988,12/30/12,,,read
Jen,Magic's Price (Valdemar: Last Herald-Mage #3),Mercedes Lackey,0886774268,5,4.27,DAW Books Inc,351,1990,12/30/12,,,read
Jen,"Winds of Change (Valdemar: Mage Winds, #2)",Mercedes Lackey,0886775639,5,4.04,DAW,475,1993,12/30/12,,,read
Jen,Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,0886775167,4,4.04,DAW,458,1992,12/30/12,,,read
Jen,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",Michael Scott,0385735359,4,4.24,Delacorte Press,513,2012,12/30/12,,,read
Jen,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,0385735332,5,4.18,Delacorte Press,385,2011,12/30/12,,,read
Jen,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,0385905165,4,4.13,Delacorte Books for Young Readers,416,2010,12/30/12,,,read
Jen,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",Michael Scott,0385735294,3,4.11,Delacorte Press,502,2009,12/30/12,,,read
Jen,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott,0385733585,4,4.09,Delacorte Press,464,2008,12/30/12,,,read
Jen,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,0385733577,4,3.84,Delacorte Press,375,2007,12/30/12,,,read
